,pass,pool,percentage
0,0.996,3,0.8250224215246637
1,0.996,4,0.6539475
2,0.996,5,0.5734524999999999
3,0.996,6,0.535735367063492
4,0.996,7,0.5182976605276256
5,0.996,8,0.51436767578125
6,0.996,9,0.5187246913580247
7,0.996,10,0.52881375
8,0.996,11,0.5412226543509966
9,0.996,12,0.5550086805555555
10,0.996,13,0.5708579881656805
