,ignore,pool,tests
0,0.9,2,0.61054875
1,0.9,3,0.49229500000000004
2,0.9,4,0.4585975
3,0.9,5,0.46127625
4,0.9,6,0.4770675
5,0.9,7,0.5024425
6,0.9,8,0.529975
7,0.9,9,0.55888375
8,0.9,10,0.58850625
9,0.9,11,0.615285
10,0.9,12,0.64015625
11,0.9,13,0.661015
12,0.9,14,0.6817525000000001
