,pass,pool,percentage
0,0.996,3,0.8453361983059292
1,0.996,4,0.6877075
2,0.996,5,0.619860875
3,0.996,6,0.5918101438492063
4,0.996,7,0.5848148332503733
5,0.996,8,0.5904219970703125
6,0.996,9,0.6036306172839506
7,0.996,10,0.62021575
8,0.996,11,0.6380511667476908
9,0.996,12,0.6565555555555556
10,0.996,13,0.6741587771203156
11,0.996,14,0.6903346474953618
12,0.996,15,0.7054529629629629
13,0.996,16,0.7191878662109376
