,pass,pool,percentage
0,0.996,3,0.7777850024912807
1,0.996,4,0.56254575
2,0.996,5,0.4402527500000001
3,0.996,6,0.36220374503968256
4,0.996,7,0.3101096316575411
5,0.996,8,0.2772933349609375
6,0.996,9,0.2609512345679012
7,0.996,10,0.25847024999999996
8,0.996,11,0.26676033057851245
9,0.996,12,0.2836355406746031
10,0.996,13,0.30691210552268244
11,0.996,14,0.3350013914656772
12,0.996,15,0.3656664197530864
13,0.996,16,0.3960162353515625
