,ignore,pool,tests
0,0.9,2,0.5397825
1,0.9,3,0.39150375
2,0.9,4,0.33009125000000006
3,0.9,5,0.304525
4,0.9,6,0.29774625
5,0.9,7,0.30269999999999997
6,0.9,8,0.31639125
7,0.9,9,0.334535
8,0.9,10,0.35691625000000005
9,0.9,11,0.3788575
10,0.9,12,0.40450624999999996
11,0.9,13,0.43018249999999997
12,0.9,14,0.45655749999999995
