,pass,pool,percentage
0,0.996,3,1.0338066766317888
1,0.996,4,0.9090287499999999
2,0.996,5,0.8527799999999999
3,0.996,6,0.8286917162698413
4,0.996,7,0.8221627675460428
5,0.996,8,0.825167236328125
6,0.996,9,0.8310074074074074
7,0.996,10,0.8376775000000001
8,0.996,11,0.8441030627126884
9,0.996,12,0.8528162202380952
10,0.996,13,0.8600456114398424
