,ignore,pool,tests
0,0.9,2,0.547510375
1,0.9,3,0.4048675662168915
2,0.9,4,0.350704125
3,0.9,5,0.33423175000000005
4,0.9,6,0.3377350299401198
5,0.9,7,0.354017982017982
6,0.9,8,0.37792475000000003
7,0.9,9,0.40711434977578476
8,0.9,10,0.43852274999999996
9,0.9,11,0.4696001498501498
10,0.9,12,0.5016921157684631
11,0.9,13,0.5316182567432568
12,0.9,14,0.5601078921078921
