,pass,pool,percentage
0,0.996,3,0.8253836571998007
1,0.996,4,0.65366
2,0.996,5,0.57430375
3,0.996,6,0.5354104662698412
4,0.996,7,0.519665256346441
5,0.996,8,0.514947509765625
6,0.996,9,0.5185333333333333
7,0.996,10,0.527915
8,0.996,11,0.541011181332037
9,0.996,12,0.5554017857142857
10,0.996,13,0.5720993589743589
