,pass,pool,percentage
0,0.996,3,0.7822683109118087
1,0.996,4,0.57314
2,0.996,5,0.46050624999999995
3,0.996,6,0.39354662698412696
4,0.996,7,0.3524502239920359
5,0.996,8,0.32812255859375
6,0.996,9,0.3145160493827161
7,0.996,10,0.30815750000000003
8,0.996,11,0.30993193971803595
9,0.996,12,0.3153844246031746
10,0.996,13,0.3252835305719921
