,ignore,pool,tests
0,0.9,2,0.5476221250000001
1,0.9,3,0.4051910294852573
2,0.9,4,0.350893375
3,0.9,5,0.333867375
4,0.9,6,0.3378656437125749
5,0.9,7,0.3543737512487512
6,0.9,8,0.377438125
7,0.9,9,0.40643011958146485
8,0.9,10,0.438910625
9,0.9,11,0.47040372127872127
10,0.9,12,0.5011716566866268
11,0.9,13,0.5322574925074925
12,0.9,14,0.5604907592407592
