,ignore,pool,tests
0,0.9,2,0.5007555
1,0.9,3,0.3349923788105947
2,0.9,4,0.253436
3,0.9,5,0.2068965
4,0.9,6,0.17957697105788423
5,0.9,7,0.16606680819180822
6,0.9,8,0.164014625
7,0.9,9,0.1731310413552566
8,0.9,10,0.191694375
9,0.9,11,0.21902422577422578
10,0.9,12,0.25296170159680637
11,0.9,13,0.2912185314685314
12,0.9,14,0.3300924075924076
