,pass,pool,percentage
0,0.996,3,0.9692214748380668
1,0.996,4,0.8567374999999999
2,0.996,5,0.814693
3,0.996,6,0.8033759920634921
4,0.996,7,0.8056944997511201
5,0.996,8,0.8134931640625
6,0.996,9,0.8231796296296297
7,0.996,10,0.83301525
8,0.996,11,0.8421430481283422
9,0.996,12,0.8505848214285714
10,0.996,13,0.8582665187376727
11,0.996,14,0.8653523886827459
12,0.996,15,0.8718443209876543
13,0.996,16,0.8774088134765625
