,ignore,pool,tests
0,0.9,2,0.69623875
1,0.9,3,0.61250625
2,0.9,4,0.60873375
3,0.9,5,0.63452375
4,0.9,6,0.668055
5,0.9,7,0.69996375
6,0.9,8,0.7331800000000002
7,0.9,9,0.7585374999999999
8,0.9,10,0.7820525
9,0.9,11,0.8017274999999999
10,0.9,12,0.81732
11,0.9,13,0.8306675
12,0.9,14,0.8438800000000001
