,ignore,pool,tests
0,0.9,2,0.80770625
1,0.9,3,0.76191125
2,0.9,4,0.7855574999999999
3,0.9,5,0.8172325
4,0.9,6,0.8444225
5,0.9,7,0.8672925
6,0.9,8,0.8824662499999999
7,0.9,9,0.89532375
8,0.9,10,0.906635
9,0.9,11,0.9151225000000001
10,0.9,12,0.9224962500000001
11,0.9,13,0.92732
12,0.9,14,0.9344975
