,pass,pool,percentage
0,0.996,3,0.8669618834080718
1,0.996,4,0.717225
2,0.996,5,0.65087625
3,0.996,6,0.6210230654761905
4,0.996,7,0.6132578397212544
5,0.996,8,0.617174072265625
6,0.996,9,0.6276691358024692
7,0.996,10,0.6416137499999999
8,0.996,11,0.6565289256198347
9,0.996,12,0.6740749007936507
10,0.996,13,0.6903205128205127
