,pass,pool,percentage
0,0.996,3,1.0334043348281017
1,0.996,4,0.90752875
2,0.996,5,0.8518687499999998
3,0.996,6,0.830090525793651
4,0.996,7,0.8223195619711299
5,0.996,8,0.824390869140625
6,0.996,9,0.8299938271604939
7,0.996,10,0.83694
8,0.996,11,0.8454764219737482
9,0.996,12,0.8531163194444444
10,0.996,13,0.8601454635108481
