,pass,pool,percentage
0,0.996,4,1.1215
1,0.996,6,1.0421626984126984
2,0.996,8,1.02001953125
3,0.996,10,1.008
4,0.996,12,1.0034722222222223
5,0.996,14,1.00417439703154
6,0.996,16,0.99560546875
7,0.996,18,0.9938271604938272
8,0.996,20,0.9905000000000002
