,ignore,pool,tests
0,0.9,2,0.61827
1,0.9,3,0.5179575
2,0.9,4,0.51509375
3,0.9,5,0.5520725
4,0.9,6,0.6006199999999999
5,0.9,7,0.64615125
6,0.9,8,0.6877387500000001
7,0.9,9,0.72129125
8,0.9,10,0.7490187499999998
9,0.9,11,0.77192875
10,0.9,12,0.78888375
11,0.9,13,0.8074225000000002
12,0.9,14,0.8201675
