,pass,pool,percentage
0,0.996,3,1.1847820129546585
1,0.996,4,1.057895
2,0.996,5,0.997275
3,0.996,6,0.9678286210317459
4,0.996,7,0.9539932802389248
5,0.996,8,0.947548828125
6,0.996,9,0.9452135802469135
7,0.996,10,0.944945
8,0.996,11,0.946816966456004
9,0.996,12,0.9482490079365078
10,0.996,13,0.9501725838264301
