,ignore,pool,tests
0,0.9,2,0.51658875
1,0.9,3,0.35564875
2,0.9,4,0.2797575
3,0.9,5,0.23878125
4,0.9,6,0.21797625
5,0.9,7,0.20972875000000002
6,0.9,8,0.21192125
7,0.9,9,0.22518875000000002
8,0.9,10,0.24782625000000003
9,0.9,11,0.28163
10,0.9,12,0.3191175
11,0.9,13,0.35958749999999995
12,0.9,14,0.39876375
