,ignore,pool,tests
0,0.9,2,0.52639375
1,0.9,3,0.36857875
2,0.9,4,0.295085
3,0.9,5,0.2548225
4,0.9,6,0.23221250000000002
5,0.9,7,0.21958375
6,0.9,8,0.21191500000000002
7,0.9,9,0.2118
8,0.9,10,0.21271
9,0.9,11,0.21908000000000002
10,0.9,12,0.22453
11,0.9,13,0.23643625000000001
12,0.9,14,0.24870625000000002
