,ignore,pool,tests
0,0.9,2,0.6138049999999999
1,0.9,3,0.5224234132933534
2,0.9,4,0.5253123749999999
3,0.9,5,0.5627460000000001
4,0.9,6,0.6102390219560877
5,0.9,7,0.6559760239760241
6,0.9,8,0.6961766250000001
7,0.9,9,0.7286123567513703
8,0.9,10,0.7553329999999999
9,0.9,11,0.7775531968031969
10,0.9,12,0.7960107285429142
11,0.9,13,0.8115885364635365
12,0.9,14,0.8254587912087913
