,order_date_received,accessioning_type,sample_id,arsenic_ug_g,cadmium_ug_g,lead_ug_g,mercury_ug_g
285,03/26/2021 03:10 PM,Tincture,210326-056,,0.00476666666667,0.0203,0.0021
286,03/26/2021 10:38 AM,Concentrate,210326-020,,0.0061,0.0151333333333,0.0035
287,03/29/2021 12:00 PM,Flower,210329-007,0.0635,0.111666666667,0.0110666666667,0.00253333333333
288,03/29/2021 12:00 PM,Flower,210329-008,0.170333333333,0.0761666666667,0.00976666666667,0.00356666666667
289,03/29/2021 12:00 PM,Flower,210329-009,0.0245,0.0577,0.0068,0.00233333333333
290,03/30/2021 01:23 PM,Isolate,210329-031,,0.0134333333333,0.0194666666667,0.0016
291,03/31/2021 09:42 AM,Distillate,210330-063,,0.0116,0.0191666666667,0.00123333333333
292,03/31/2021 09:42 AM,Distillate,210330-064,0.0107,0.0097,0.0143333333333,0.000466666666667
293,03/31/2021 09:42 AM,Distillate,210330-065,0.0157333333333,0.0125333333333,0.0151,0.000333333333333
294,04/02/2021 03:27 PM,Isolate,210402-002,,,0.0122666666667,0.0021
295,04/02/2021 08:54 AM,Flower,210331-017,0.794,0.0385666666667,0.00193333333333,0.00563333333333
296,04/05/2021 02:50 PM,Tincture,210402-010,,0.0954666666667,0.0124666666667,
297,04/05/2021 02:50 PM,Isolate,210402-008,,,0.0135,
298,04/05/2021 02:50 PM,Isolate,210402-009,,,0.0128,
299,04/07/2021 01:09 PM,Leaf/Mixed Plant Material,210407-005,0.222666666667,0.0381666666667,0.419666666667,0.00933333333333
300,04/07/2021 01:09 PM,Flower,210407-006,,0.253333333333,0.174,0.00923333333333
301,04/07/2021 01:09 PM,Concentrate,210407-007,,,0.0110333333333,
302,04/12/2021 01:47 PM,Distillate,210412-018,,,0.0092,
303,04/13/2021 01:34 PM,Other,210413-014,,,0.0160666666667,
304,04/13/2021 01:43 PM,Flower,210413-006,,0.0978333333333,0.0161666666667,0.00326666666667
305,04/15/2021 02:07 PM,Tincture,210415-033,0.0125333333333,0.00513333333333,0.0323333333333,0.00393333333333
306,04/15/2021 02:26 PM,Tincture,210415-032,,0.0159666666667,0.0123333333333,0.00736666666667
307,04/15/2021 12:30 PM,Capsules,210413-008,,0.00836666666667,0.0123666666667,0.0067
308,04/15/2021 12:30 PM,Capsules,210413-009,0.00996666666667,0.0079,0.00906666666667,0.0058
309,04/15/2021 12:30 PM,Capsules,210413-010,,0.00773333333333,0.0061,0.0053
310,04/15/2021 12:30 PM,Capsules,210413-011,,0.00743333333333,0.00766666666667,0.0051
311,04/15/2021 12:30 PM,Capsules,210413-012,0.000266666666667,0.0077,0.0061,0.00513333333333
312,04/16/2021 01:58 PM,Concentrate,210416-005,,,,
313,04/16/2021 03:10 PM,Concentrate,210416-006,0.00126666666667,0.0180333333333,0.0824333333333,0.0057
314,04/16/2021 03:10 PM,Concentrate,210416-007,,0.0162333333333,0.06,0.00653333333333
315,04/16/2021 03:10 PM,Leaf/Mixed Plant Material,210416-008,0.418666666667,0.0559666666667,0.250666666667,0.0232
316,04/16/2021 03:10 PM,Leaf/Mixed Plant Material,210416-009,,0.267333333333,0.469666666667,0.00136666666667
317,04/16/2021 09:51 AM,Concentrate,210416-004,,0.0114333333333,0.0371666666667,0.0064
318,04/16/2021 10:11 AM,Other,210415-034,,0.0113666666667,0.0148666666667,0.0074
319,04/22/2021 10:04 AM,Concentrate,210421-005,,,,0.000833333333333
320,04/22/2021 10:04 AM,Concentrate,210421-006,,,,
321,04/22/2021 10:04 AM,Concentrate,210421-007,0.00253333333333,,,
322,04/23/2021 12:36 PM,Leaf/Mixed Plant Material,210423-018,0.529,0.0636333333333,1.17666666667,0.00116666666667
323,04/23/2021 12:36 PM,Leaf/Mixed Plant Material,210423-019,0.573,0.0382666666667,1.34666666667,0.00206666666667
324,04/23/2021 12:36 PM,Leaf/Mixed Plant Material,210423-020,0.656333333333,0.041,1.66,0.00233333333333
325,04/23/2021 12:36 PM,Leaf/Mixed Plant Material,210423-021,0.508666666667,0.0362,1.22,0.0012
326,04/23/2021 12:36 PM,Leaf/Mixed Plant Material,210423-022,0.523333333333,0.0602333333333,1.27333333333,0.00176666666667
327,04/26/2021 08:46 AM,Leaf/Mixed Plant Material,210422-004,,0.0256,,
328,04/26/2021 08:46 AM,Tincture,210422-005,,,,
329,04/27/2021 11:26 AM,Isolate,210426-018,,0.0716666666667,,0.0103333333333
330,04/29/2021 04:20 PM,Concentrate,210429-020,,,,
331,04/29/2021 10:15 AM,Flower,210429-009,0.0787666666667,0.0539,,0.0014
332,04/29/2021 10:15 AM,Flower,210429-010,0.0069,0.0572666666667,,
333,04/29/2021 11:24 AM,Soil,210429-011,2.90333333333,0.113,12.4666666667,
334,04/29/2021 11:24 AM,Soil,210429-012,2.03333333333,0.106,8.19666666667,
335,04/30/2021 09:44 AM,Tincture,210429-016,,,,
336,04/30/2021 09:44 AM,Tincture,210429-017,,,,
337,04/30/2021 09:44 AM,Tincture,210429-018,,,,
338,04/30/2021 09:44 AM,Tincture,210429-019,,,,
339,05/03/2021 09:01 AM,Flower,210429-015,0.550333333333,0.0465333333333,1.16666666667,0.0192333333333
340,05/05/2021 08:52 AM,Isolate,210504-039,,0.0197666666667,0.0211666666667,0.0138666666667
341,05/05/2021 10:46 AM,Flower,210505-010,,1.3,,
342,05/05/2021 12:16 PM,Edible (Other),210504-013,0.0116666666667,0.0232666666667,0.185333333333,0.0122333333333
343,05/05/2021 12:29 PM,Capsules,210505-003,0.0219333333333,0.0114,0.0177333333333,0.00986666666667
344,05/05/2021 12:29 PM,Capsules,210505-004,,0.0109333333333,0.0148,0.00896666666667
345,05/05/2021 12:29 PM,Capsules,210505-005,,0.0138333333333,0.0168666666667,0.0104666666667
346,05/05/2021 12:29 PM,Capsules,210505-006,,0.127333333333,0.187333333333,0.0954666666667
347,05/06/2021 01:21 PM,Isolate,210503-004,,,0.0548666666667,0.0163666666667
348,05/06/2021 02:04 PM,Tincture,210505-022,,,0.0331,0.0126333333333
349,05/06/2021 04:44 PM,Edible (Other),210506-011,,,0.0349666666667,0.013
350,05/06/2021 08:52 AM,Flower,210506-010,1.14,0.0779,0.0355333333333,0.0120333333333
351,05/06/2021 10:22 AM,Isolate,210505-024,,,0.0652,0.0231666666667
352,05/06/2021 10:23 AM,Other,210505-046,,0.00503333333333,0.0396666666667,0.0133333333333
353,05/06/2021 10:23 AM,Other,210505-047,,0.0344333333333,0.0580666666667,0.0129666666667
354,05/07/2021 12:31 PM,Topical,210507-006,,0.000633333333333,0.110666666667,0.0135333333333
355,05/07/2021 12:31 PM,Topical,210507-007,,0.000433333333333,0.107666666667,0.0134666666667
356,05/07/2021 12:31 PM,Leaf/Mixed Plant Material,210507-010,0.141,0.0901,0.237666666667,0.0171
357,05/07/2021 12:31 PM,Leaf/Mixed Plant Material,210507-011,,0.882333333333,0.107333333333,0.0149333333333
358,05/07/2021 12:31 PM,Leaf/Mixed Plant Material,210507-012,0.205666666667,0.0623333333333,0.312,0.0237333333333
359,05/11/2021 01:14 PM,Tincture,210510-026,0.0296,0.00346666666667,0.0114666666667,0.002
360,05/11/2021 01:14 PM,Tincture,210510-027,0.0186,0.00276666666667,0.0126,0.0025
361,05/11/2021 01:14 PM,Leaf/Mixed Plant Material,210510-028,0.144,0.0985333333333,0.436333333333,0.00796666666667
362,05/11/2021 01:20 PM,Distillate,210510-021,,0.00606666666667,0.0146333333333,0.00606666666667
363,05/11/2021 03:16 PM,Isolate,210510-030,0.0204333333333,0.0053,0.0097,0.0079
364,05/11/2021 10:02 AM,Isolate,210511-007,0.0566666666667,0.00773333333333,0.0093,0.0112333333333
365,05/12/2021 04:35 PM,Edible (Other),210512-002,0.0136,0.00323333333333,0.00756666666667,0.00276666666667
366,05/12/2021 09:44 AM,Isolate,210511-010,0.0363333333333,0.0045,0.00596666666667,0.0042
367,05/12/2021 09:44 AM,Isolate,210511-011,0.0382666666667,0.00526666666667,0.006,0.0041
368,05/14/2021 01:58 PM,Isolate,210513-061,,,0.0461,0.00906666666667
369,05/14/2021 02:06 PM,Flower,210513-073,,0.0117333333333,0.0128333333333,0.00593333333333
370,05/14/2021 02:06 PM,Flower,210513-074,,0.0165666666667,0.0164333333333,0.00603333333333
371,05/14/2021 02:06 PM,Flower,210513-075,0.00303333333333,0.0151333333333,0.0272,0.00626666666667
372,05/14/2021 02:14 PM,Edible (Candy),210514-001,,,0.0317,0.00516666666667
373,05/14/2021 02:19 PM,Leaf/Mixed Plant Material,210512-003,,0.0334,0.0470333333333,0.008
374,05/14/2021 02:19 PM,Tincture,210512-004,,,0.0313666666667,0.00596666666667
375,05/19/2021 10:23 AM,Isolate,210519-002,0.00503333333333,0.0121666666667,0.0307666666667,0.0087
376,05/20/2021 09:09 AM,Concentrate,210519-023,0.0194333333333,0.00913333333333,0.0103333333333,0.00393333333333
377,05/20/2021 09:09 AM,Concentrate,210519-024,0.0442,0.0187,0.012,0.00843333333333
378,05/20/2021 09:09 AM,Concentrate,210519-025,0.0400666666667,0.0186333333333,0.0133,0.00726666666667
379,05/20/2021 10:20 AM,Edible (Other),210519-005,0.0453,0.0127333333333,0.0384666666667,0.00483333333333
380,05/20/2021 10:20 AM,Edible (Other),210519-006,0.0388333333333,0.0123333333333,0.0630333333333,0.0068
381,05/20/2021 12:18 PM,Flower,210519-018,0.125666666667,0.0244333333333,0.192666666667,0.006
382,05/20/2021 12:18 PM,Flower,210519-019,0.0654666666667,0.0299,0.0934666666667,0.00566666666667
383,05/20/2021 12:18 PM,Flower,210519-020,0.0825333333333,0.0154666666667,0.18,0.00513333333333
384,05/20/2021 12:18 PM,Flower,210519-021,0.0783,0.0318,0.0996333333333,0.006
385,05/20/2021 12:18 PM,Concentrate,210519-022,0.0434333333333,0.0178333333333,0.0218666666667,0.00686666666667
386,05/20/2021 12:34 PM,Tincture,210520-017,0.235,0.127333333333,0.232,0.0942333333333
387,05/21/2021 10:02 AM,Tincture,210520-019,0.0241666666667,0.00933333333333,0.00883333333333,0.0045
388,05/21/2021 10:49 AM,Isolate,210521-001,0.0233666666667,0.0197333333333,0.0129666666667,0.008
389,05/24/2021 12:50 PM,Tincture,210524-022,0.0049,0.0092,0.0249333333333,0.00443333333333
390,05/25/2021 04:04 PM,Distillate,210521-009,0.0301333333333,0.0131333333333,0.0277333333333,0.0110666666667
391,05/25/2021 12:14 PM,Flower,210525-022,0.0542,0.0821333333333,0.0167333333333,0.00833333333333
392,05/25/2021 12:14 PM,Flower,210525-023,0.135766666667,0.0831666666667,0.0138666666667,0.007
393,05/26/2021 09:16 AM,Edible (Other),210525-047,0.0557333333333,0.0192,0.194,0.00476666666667
394,05/26/2021 09:16 AM,Edible (Other),210525-048,0.0319333333333,0.0125,0.124,0.00413333333333
395,05/26/2021 12:47 PM,Leaf/Mixed Plant Material,210526-003,0.224,0.0825666666667,0.578,
396,05/27/2021 12:30 PM,Flower,210527-017,0.0807666666667,0.0444333333333,,
397,05/27/2021 12:46 PM,Tincture,210526-004,,,,
398,05/27/2021 12:46 PM,Edible (Other),210526-005,,,0.107333333333,
399,05/28/2021 09:24 AM,Isolate,210527-022,,,,
400,05/28/2021 12:18 PM,Edible (Other),210527-019,,0.0183333333333,0.0615,
401,05/28/2021 12:18 PM,Concentrate,210527-020,,,,
402,05/28/2021 12:21 PM,Distillate,210527-021,,,,
403,05/28/2021 12:22 PM,Distillate,210527-024,,,,
404,06/01/2021 03:51 PM,Isolate,210601-026,,,0.0011,
405,06/01/2021 10:39 AM,Edible (Other),210528-042,,,0.0002,
406,06/01/2021 10:39 AM,Edible (Other),210528-043,,,,
407,06/01/2021 10:39 AM,Edible (Other),210528-044,,,,
408,06/01/2021 10:39 AM,Edible (Other),210528-045,,,,
409,06/03/2021 01:38 PM,Flower,210603-013,,0.000866666666667,0.0110666666667,0.00146666666667
410,06/03/2021 01:40 PM,Distillate,210603-008,,,0.121333333333,0.0266
411,06/03/2021 01:43 PM,Concentrate,210603-012,,0.0231666666667,0.119333333333,0.00336666666667
412,06/03/2021 01:44 PM,Concentrate,210603-011,,0.0441666666667,0.112666666667,0.00486666666667
413,06/03/2021 01:46 PM,Concentrate,210603-009,,,0.0183,0.0049
414,06/03/2021 11:35 AM,Isolate,210602-003,,,0.0201666666667,0.0051
415,06/04/2021 09:41 AM,Tincture,210603-014,,0.143666666667,0.0463666666667,0.0215
416,06/04/2021 09:41 AM,Tincture,210603-015,,,0.00836666666667,0.002
417,06/07/2021 01:27 PM,Tincture,210607-023,0.0274666666667,0.0044,0.00703333333333,0.00636666666667
418,06/07/2021 09:21 AM,Edible (Other),210604-014,0.0447666666667,0.0394666666667,0.0113666666667,0.005
419,06/07/2021 09:21 AM,Edible (Other),210604-015,0.0395,0.0534666666667,0.013,0.00556666666667
420,06/09/2021 08:43 AM,Isolate,210608-019,0.00816666666667,0.00673333333333,0.0232333333333,0.00306666666667
421,06/09/2021 09:38 AM,Concentrate,210608-018,0.00903333333333,0.0054,0.0323666666667,0.00496666666667
422,06/10/2021 11:21 AM,Isolate,210609-003,0.00713333333333,0.00746666666667,0.0224333333333,0.0021
423,06/11/2021 09:48 AM,Edible (Other),210611-008,0.00406666666667,,0.00466666666667,0.001
424,06/15/2021 11:51 AM,Isolate,210615-012,0.0063,,0.0271666666667,0.0044
425,06/16/2021 09:15 AM,Isolate,210615-036,0.0125333333333,,0.0241,0.0054
426,06/16/2021 12:33 PM,Flower,210615-034,0.108333333333,0.0727666666667,0.0132333333333,0.00463333333333
427,06/16/2021 12:33 PM,Flower,210615-035,0.145666666667,0.1005,0.103666666667,0.0434
428,06/17/2021 12:21 PM,Flower,210615-038,0.0509,0.0356666666667,0.229333333333,0.0101666666667
429,06/18/2021 09:28 AM,Other,210617-022,,0.00866666666667,0.0636,0.00543333333333
430,06/18/2021 12:19 PM,Edible (Other),210617-020,,0.0142333333333,0.110333333333,0.00626666666667
431,06/18/2021 12:26 PM,Topical,210616-002,,0.0181,0.0366,0.006
432,06/18/2021 12:26 PM,Topical,210616-003,,0.0108333333333,0.0348,0.0054
433,06/21/2021 02:54 PM,Tincture,210618-028,0.0421666666667,0.0077,0.0287333333333,0.00613333333333
434,06/21/2021 02:54 PM,Tincture,210618-029,0.0404,0.00736666666667,0.0303666666667,0.00576666666667
435,06/21/2021 02:54 PM,Leaf/Mixed Plant Material,210618-030,0.0615333333333,0.0427,0.359,0.00273333333333
436,06/21/2021 02:54 PM,Leaf/Mixed Plant Material,210618-031,0.554333333333,0.0653,0.99,0.000833333333333
437,06/21/2021 02:54 PM,Leaf/Mixed Plant Material,210618-032,0.190666666667,0.0144,0.298333333333,
438,06/21/2021 02:54 PM,Leaf/Mixed Plant Material,210618-033,0.1055,1.34,0.378,
439,06/21/2021 02:54 PM,Leaf/Mixed Plant Material,210618-034,0.0648333333333,0.0107,0.0798,0.000333333333333
440,06/21/2021 02:54 PM,Leaf/Mixed Plant Material,210618-035,0.459333333333,0.0695666666667,0.943666666667,0.01
441,06/21/2021 02:54 PM,Leaf/Mixed Plant Material,210618-036,0.0905,0.137333333333,0.194333333333,0.0241333333333
442,06/21/2021 04:15 PM,Distillate,210621-003,,0.00406666666667,0.00213333333333,
443,06/21/2021 04:15 PM,Distillate,210621-004,0.00783333333333,0.0026,0.0021,
444,06/21/2021 04:15 PM,Distillate,210621-005,0.0128333333333,0.00276666666667,0.00176666666667,
445,06/21/2021 11:43 AM,Other,210618-024,0.1009,0.0842666666667,0.147,0.0519
446,06/21/2021 11:43 AM,Other,210618-025,0.127333333333,0.0825333333333,0.166666666667,0.0555
447,06/21/2021 11:43 AM,Other,210618-026,0.0982,0.0372666666667,0.145,0.0109
448,06/21/2021 11:43 AM,Other,210618-027,0.0761333333333,0.0538666666667,0.116,0.0106666666667
449,06/22/2021 10:39 AM,Isolate,210621-025,0.0490333333333,0.00566666666667,0.0199666666667,
450,06/24/2021 11:26 AM,Flower,210624-015,0.673,0.0563,1.40333333333,0.00443333333333
451,06/24/2021 11:26 AM,Flower,210624-016,0.191666666667,0.0466,0.421,0.0027
452,06/24/2021 11:26 AM,Flower,210624-017,0.313,0.0406333333333,0.595333333333,0.0039
453,06/28/2021 04:16 PM,Other,210622-001,6.66666666667e-05,0.00206666666667,0.00786666666667,
454,06/28/2021 04:16 PM,Other,210622-002,,0.00226666666667,0.0118333333333,
455,06/28/2021 04:16 PM,Other,210622-003,0.00136666666667,0.00946666666667,0.00856666666667,
456,06/28/2021 10:30 AM,Other,210625-012,,0.0029,0.00826666666667,
457,06/28/2021 12:00 PM,Isolate,210625-011,0.00736666666667,0.0411,0.0095,
458,06/29/2021 09:34 AM,Isolate,210628-020,0.0036,0.0036,0.024,
459,07/01/2021 10:16 AM,Isolate,210701-020,,0.00273333333333,0.0035,
460,07/01/2021 10:52 AM,Tincture,210701-001,0.00316666666667,0.0013,,
461,07/01/2021 12:19 PM,Flower,210701-025,0.482666666667,0.0231,0.000666666666667,
462,07/02/2021 10:14 AM,Concentrate,210701-030,,0.0129,0.0229666666667,
463,07/02/2021 10:18 AM,Tincture,210701-024,0.0208666666667,0.0069,0.0191333333333,
464,07/06/2021 12:06 PM,Distillate,210706-015,0.0047,0.0106666666667,0.0220333333333,
465,07/06/2021 12:06 PM,Distillate,210706-016,0.0243,0.0112666666667,0.0226666666667,
466,07/08/2021 09:38 AM,Isolate,210707-030,0.0485333333333,0.0222,0.0522,0.0186333333333
467,07/08/2021 10:53 AM,Tincture,210707-006,0.0245,0.0119333333333,0.0229,0.0095
468,07/08/2021 10:53 AM,Isolate,210707-007,0.0274,0.0273,0.0537333333333,0.0207666666667
469,07/08/2021 10:53 AM,Isolate,210707-008,0.0336,0.0221666666667,0.0512333333333,0.0170666666667
470,07/08/2021 12:50 PM,Leaf/Mixed Plant Material,210707-027,18.3666666667,4.95666666667,0.0578,0.0103
471,07/08/2021 12:50 PM,Leaf/Mixed Plant Material,210707-028,0.0313,0.165333333333,0.0345333333333,0.0099
472,07/08/2021 12:50 PM,Tincture,210707-029,0.0226333333333,0.0125333333333,0.027,0.00896666666667
473,07/09/2021 03:13 PM,Tincture,210708-012,0.00886666666667,0.0123333333333,0.0285666666667,0.00953333333333
474,07/09/2021 12:28 PM,Distillate,210624-019,0.00773333333333,0.0220333333333,0.0485333333333,0.0160333333333
475,07/12/2021 02:59 PM,Other,210712-012,,0.0133666666667,0.0150666666667,0.0093
476,07/12/2021 02:59 PM,Other,210712-013,,0.0125333333333,0.0151666666667,0.00816666666667
477,07/12/2021 10:34 AM,Distillate,210709-013,,0.00646666666667,0.031,0.0081
478,07/13/2021 02:01 PM,Capsules,210713-013,,0.00626666666667,0.0267,0.0046
479,07/13/2021 02:01 PM,Capsules,210713-014,,0.00546666666667,0.0292333333333,0.0041
480,07/13/2021 02:01 PM,Flower,210713-015,0.0127666666667,0.0936666666667,0.0149666666667,0.00476666666667
481,07/13/2021 02:01 PM,Flower,210713-016,,0.0413,0.0149333333333,0.00413333333333
482,07/13/2021 02:01 PM,Flower,210713-017,0.0306666666667,0.0757333333333,0.00796666666667,0.00603333333333
483,07/14/2021 11:07 AM,Tincture,210713-020,,0.00236666666667,0.0135,0.00236666666667
484,07/14/2021 11:07 AM,Tincture,210713-021,,0.00196666666667,0.0136333333333,0.00216666666667
485,07/14/2021 11:07 AM,Edible (Other),210713-022,0.0209,0.0068,0.0648,0.0026
486,07/14/2021 11:07 AM,Edible (Other),210713-023,0.0493,0.00823333333333,0.0948,0.00253333333333
487,07/14/2021 11:07 AM,Tincture,210713-024,0.00276666666667,0.0024,0.0172333333333,0.00196666666667
488,07/14/2021 11:07 AM,Tincture,210713-025,,0.0399333333333,0.0117,0.0024
489,07/15/2021 01:42 PM,Topical,210715-019,0.00326666666667,0.0467333333333,0.0109666666667,
490,07/15/2021 01:42 PM,Topical,210715-020,,0.0185,0.0146333333333,
491,07/15/2021 10:53 AM,Distillate,210714-044,0.0100333333333,0.0027,0.0232,
492,07/16/2021 01:46 PM,Leaf/Mixed Plant Material,210715-017,0.0498,0.00466666666667,0.0307666666667,0.0172333333333
493,07/16/2021 01:46 PM,Other,210715-015,8.73333333333,0.520333333333,7.93666666667,0.0108333333333
494,07/16/2021 01:46 PM,Other,210715-016,2.63,0.253666666667,3.05,0.0154
495,07/19/2021 02:08 PM,Isolate,210716-022,,0.00313333333333,0.0203666666667,
496,07/19/2021 08:39 AM,Concentrate,210716-012,0.0236333333333,0.0021,0.0403666666667,
497,07/19/2021 08:39 AM,Concentrate,210716-013,,0.00936666666667,0.0641333333333,
498,07/19/2021 10:32 AM,Isolate,210719-002,0.0282,0.0018,0.0142,
499,07/20/2021 11:20 AM,Edible (Other),210719-007,0.0280666666667,0.0123666666667,0.0736,0.0119666666667
500,07/20/2021 11:20 AM,Tincture,210719-008,0.00833333333333,0.00976666666667,0.0546333333333,0.0107333333333
501,07/20/2021 11:22 AM,Concentrate,210719-003,0.0453333333333,0.0188666666667,0.0879666666667,0.0195333333333
502,07/22/2021 01:50 PM,Tincture,210721-005,0.0299,0.00993333333333,0.0434,0.0106666666667
503,07/22/2021 01:50 PM,Tincture,210721-006,0.0323333333333,0.0108,0.0472333333333,0.0115
504,07/23/2021 08:38 AM,Tincture,210722-007,,,,
505,07/26/2021 11:50 AM,Concentrate,210726-001,,,0.00926666666667,
506,07/26/2021 11:50 AM,Concentrate,210726-002,,,0.0354,
507,07/26/2021 11:50 AM,Concentrate,210726-003,,,0.0088,
508,07/26/2021 11:50 AM,Concentrate,210726-004,,,0.00933333333333,
509,07/26/2021 12:41 PM,Capsules,210723-022,0.0065,,,
510,07/26/2021 12:41 PM,Capsules,210723-023,,,,
511,07/27/2021 11:05 AM,Concentrate,210727-001,,,0.0213,
512,07/27/2021 11:05 AM,Distillate,210727-002,,,,
513,07/27/2021 11:05 AM,Kief / Hash,210727-004,0.0223,0.0240333333333,0.0813666666667,0.0268
514,07/27/2021 11:05 AM,Other,210727-005,,,,
515,07/28/2021 01:31 PM,Concentrate,210727-042,0.0522666666667,0.00876666666667,0.34,
516,07/28/2021 09:58 AM,Isolate,210728-010,,0.0293333333333,0.599333333333,
517,07/28/2021 11:08 AM,Concentrate,210727-041,0.0181666666667,,,0.0007
518,07/28/2021 11:19 AM,Isolate,210727-007,0.00373333333333,,,
519,07/28/2021 11:19 AM,Isolate,210727-008,,,,
520,07/28/2021 11:32 AM,Tincture,210728-012,0.0307666666667,,,
521,07/28/2021 11:32 AM,Tincture,210728-013,0.041,,2.45666666667,
522,07/29/2021 11:47 AM,Concentrate,210728-022,0.0179666666667,,,
523,07/29/2021 11:47 AM,Leaf/Mixed Plant Material,210728-023,0.0316666666667,0.0103,0.131,0.00293333333333
524,07/29/2021 11:47 AM,Leaf/Mixed Plant Material,210728-024,0.115166666667,0.0693333333333,0.337333333333,0.00466666666667
525,07/29/2021 11:47 AM,Leaf/Mixed Plant Material,210728-025,0.299333333333,0.0155333333333,0.540333333333,0.00366666666667
526,07/29/2021 11:47 AM,Leaf/Mixed Plant Material,210728-026,0.209,0.036,0.377333333333,0.00696666666667
527,07/29/2021 11:47 AM,Leaf/Mixed Plant Material,210728-027,0.14,0.0473,0.242333333333,0.00636666666667
528,07/29/2021 11:47 AM,Leaf/Mixed Plant Material,210728-028,0.210666666667,0.0371,0.454,0.00443333333333
529,07/29/2021 11:47 AM,Leaf/Mixed Plant Material,210728-029,0.0392,0.0308333333333,0.204333333333,0.0042
530,07/29/2021 11:50 AM,Flower,210729-007,0.415,0.0392333333333,,
531,07/30/2021 04:05 PM,Rosin,210729-008,0.0626,,0.00363333333333,
532,07/30/2021 04:05 PM,Rosin,210729-009,0.118466666667,,0.0185666666667,
533,07/30/2021 10:19 AM,Tincture,210729-010,0.0424,,,
534,08/02/2021 01:22 PM,Kief / Hash,210801-001,0.0395,0.403,0.225,0.00393333333333
535,08/02/2021 01:22 PM,Leaf/Mixed Plant Material,210801-002,0.607333333333,0.0558333333333,0.03,0.00643333333333
536,08/02/2021 01:22 PM,Leaf/Mixed Plant Material,210801-003,0.186666666667,0.0448666666667,0.0271666666667,0.00693333333333
537,08/02/2021 01:22 PM,Isolate,210801-004,,0.00266666666667,0.0198,0.00266666666667
538,08/02/2021 01:22 PM,Isolate,210801-005,,0.0022,0.0196666666667,0.0029
539,08/02/2021 01:22 PM,Flower,210801-006,,0.00936666666667,0.0117,0.00463333333333
540,08/02/2021 01:22 PM,Leaf/Mixed Plant Material,210801-007,0.158,0.0963666666667,0.278,0.0101333333333
541,08/02/2021 01:22 PM,Leaf/Mixed Plant Material,210801-008,0.337666666667,0.0536,0.729,0.0106
542,08/02/2021 01:22 PM,Leaf/Mixed Plant Material,210801-009,0.06,0.0307333333333,0.237333333333,0.00973333333333
543,08/02/2021 01:22 PM,Leaf/Mixed Plant Material,210801-010,0.274,0.0541666666667,0.551333333333,0.00943333333333
544,08/02/2021 01:22 PM,Leaf/Mixed Plant Material,210801-011,0.158666666667,0.0551333333333,0.29,0.0122333333333
545,08/02/2021 01:22 PM,Leaf/Mixed Plant Material,210801-012,0.1145,0.0478666666667,0.391,0.0108666666667
546,08/02/2021 01:22 PM,Leaf/Mixed Plant Material,210801-013,0.103866666667,0.063,0.227,0.0119333333333
547,08/03/2021 04:38 PM,Distillate,210803-027,0.0416333333333,0.0165666666667,0.0230666666667,
548,08/05/2021 01:31 PM,Tincture,210804-007,0.0422333333333,0.00643333333333,0.0166333333333,
549,08/05/2021 01:31 PM,Leaf/Mixed Plant Material,210804-009,9.37666666667,1.78,0.0402,0.0064
550,08/05/2021 11:53 AM,Concentrate,210804-010,0.0412666666667,0.00606666666667,0.0244,
551,08/05/2021 11:53 AM,Concentrate,210804-011,0.0709666666667,0.00736666666667,0.0232666666667,
552,08/06/2021 11:16 AM,Flower,210805-016,0.0860666666667,0.0694,0.171,
553,08/09/2021 02:07 PM,Concentrate,210809-029,0.0175,0.0269,0.0619333333333,
554,08/09/2021 02:07 PM,Concentrate,210809-030,0.0628666666667,0.0129666666667,0.0632,
555,08/09/2021 04:54 PM,Other,210809-036,,0.00183333333333,0.00813333333333,0.000133333333333
556,08/09/2021 04:54 PM,Other,210809-037,0.015,0.0014,0.0150333333333,
557,08/09/2021 11:33 AM,Flower,210806-012,0.165333333333,0.0657333333333,0.331333333333,
558,08/09/2021 11:33 AM,Flower,210806-013,0.148366666667,0.0589666666667,0.302,0.00166666666667
559,08/09/2021 11:33 AM,Flower,210806-014,0.0178,0.00856666666667,0.113666666667,
560,08/09/2021 11:33 AM,Flower,210806-015,0.426666666667,0.361333333333,0.805666666667,0.00113333333333
561,08/09/2021 11:33 AM,Flower,210806-016,0.0520666666667,0.140666666667,0.162,0.0004
562,08/11/2021 02:07 PM,Flower,210811-001,0.0121666666667,0.0345333333333,0.0148666666667,0.00653333333333
563,08/11/2021 02:07 PM,Flower,210811-002,0.0631,0.0279666666667,0.0143,0.00583333333333
564,08/11/2021 02:07 PM,Flower,210811-003,0.0443,0.0703666666667,0.0123333333333,0.00556666666667
565,08/12/2021 10:53 AM,Concentrate,210811-005,,0.0117666666667,0.0497333333333,0.00696666666667
566,08/13/2021 01:49 PM,Leaf/Mixed Plant Material,210812-011,0.326,0.0345,0.5,0.0219
567,08/13/2021 01:49 PM,Tincture,210812-012,,0.0179333333333,0.0287333333333,0.0188
568,08/16/2021 12:50 PM,Concentrate,210815-002,0.0669666666667,0.0396666666667,0.0685333333333,0.0218333333333
569,08/17/2021 10:08 AM,Topical,210817-002,0.0093,0.0169666666667,0.0376,0.0142666666667
570,08/17/2021 10:08 AM,Topical,210817-003,0.0351666666667,0.0141,0.0332333333333,0.0108
571,08/18/2021 02:25 PM,Tincture,210818-005,,0.0191,0.0223,0.0097
